image_path,class,source_dataset,source_category,split
processed_3class/train/REAL/00028.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00029.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00030.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00031.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00032.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00033.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00034.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00035.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00036.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00037.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00038.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00039.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00040.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00041.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00042.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00043.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00044.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00045.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00046.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00047.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00048.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00049.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00050.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00051.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00052.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00053.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00054.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00055.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00056.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00057.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00058.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00059.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00060.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00061.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00062.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00063.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00064.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00065.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00066.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00067.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00068.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00069.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00070.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00071.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00072.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00073.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00074.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00075.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00076.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00077.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00078.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00079.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00080.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00081.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00082.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00083.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00084.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00085.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00086.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00087.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00088.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00089.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00090.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00091.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00092.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00093.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00094.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00095.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00096.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00097.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00098.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00099.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00100.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00101.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00102.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00103.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00104.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00105.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00106.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00107.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00108.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00109.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00110.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00111.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00112.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00113.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00114.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00115.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00116.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00117.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00118.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00119.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00120.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00121.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00122.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00123.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00124.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00125.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00126.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00127.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00128.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00129.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00130.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00131.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00132.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00133.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00134.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00135.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00136.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00137.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00138.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00139.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00140.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00141.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00142.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00143.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00144.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00145.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00146.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00147.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00148.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00149.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00150.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00151.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00152.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00153.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00154.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00155.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00156.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00157.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00158.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00159.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00160.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00161.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00162.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00163.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00164.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00165.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00166.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00167.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00168.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00169.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00170.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00171.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00172.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00173.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00174.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00175.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00176.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00177.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00178.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00179.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00180.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00181.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00182.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00183.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00184.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00185.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00186.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00187.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00188.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00189.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00190.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00191.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00192.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00193.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00194.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00195.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00196.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00197.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00198.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00199.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00200.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00201.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00202.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00203.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00204.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00205.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00206.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00207.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00208.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00209.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00210.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00211.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00212.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00213.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00214.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00215.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00216.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00217.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00218.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00219.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00220.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00221.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00222.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00223.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00224.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00225.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00226.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00227.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00228.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00229.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00230.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00231.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00232.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00233.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00234.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00235.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00236.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00237.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00238.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00239.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00240.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00241.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00242.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00243.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00244.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00245.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00246.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00247.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00248.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00249.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00250.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00251.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00252.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00253.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00254.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00255.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00256.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00257.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00258.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00259.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00260.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00261.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00262.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00263.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00264.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00265.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00266.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00267.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00268.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00269.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00270.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00271.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00272.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00273.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00274.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00275.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00276.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00277.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00278.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00279.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00280.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00281.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00282.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00283.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00284.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00285.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00286.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00287.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00288.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00289.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00290.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00291.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00292.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00293.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00294.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00295.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00296.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00297.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00298.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00299.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00300.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00301.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00302.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00303.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00304.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00305.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00306.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00307.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00308.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00309.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00310.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00311.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00312.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00313.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00314.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00315.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00316.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00317.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00318.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00319.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00320.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00321.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00322.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00323.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00324.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00325.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00326.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00327.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00328.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00329.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00330.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00331.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00332.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00333.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00334.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00335.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00336.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00337.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00338.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00339.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00340.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00341.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00342.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00343.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00344.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00345.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00346.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00347.jpg,real,processed_3class (FaceForensics++),Original,train
processed_3class/train/REAL/00348.jpg,real,processed_3class (FaceForensics++),Original,train
